MARCA_VEHICULO;MODELO_VEHICULO;TIPO_VEHICULO;EDAD_VEHICULO;FECHA_ACCIDENTE;GRAVEDAD_ACCIDENTE
HONDA;2016;MOTOCICLETA;10;06/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
SUZUKI;2018;CAMIONETA;7;06/2024;CON HERIDOS
HERO;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
TVS;2020;MOTOCICLETA;6;06/2024;CON HERIDOS
TVS;2020;MOTOCICLETA;6;06/2024;CON HERIDOS
CHEVROLET;2011;BUS;16;06/2024;CON HERIDOS
CHEVROLET;2013;MICROBUS;13;06/2024;CON HERIDOS
NISSAN;2012;CAMIONETA;14;06/2024;CON HERIDOS
HONDA;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
CHEVROLET;1997;CAMIONETA;29;06/2024;CON HERIDOS
CHEVROLET;2023;CAMION;4;06/2024;CON HERIDOS
CHEVROLET;2017;CAMIONETA;9;06/2024;CON HERIDOS
NISSAN;2018;AUTOMOVIL;8;06/2024;CON HERIDOS
HINO;2020;CAMION;7;06/2024;CON HERIDOS
CHEVROLET;2018;CAMIONETA;8;06/2024;CON HERIDOS
CHEVROLET;2009;AUTOMOVIL;17;06/2024;CON HERIDOS
NISSAN;2013;CAMIONETA;13;06/2024;CON HERIDOS
CHEVROLET;2005;AUTOMOVIL;21;06/2024;CON HERIDOS
MERCEDES BENZ;2013;MICROBUS;13;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;12;06/2024;CON HERIDOS
CHEVROLET;1994;CAMIONETA;32;06/2024;CON HERIDOS
MAZDA;2011;CAMIONETA;16;06/2024;CON HERIDOS
CHEVROLET;2016;AUTOMOVIL;10;06/2024;CON HERIDOS
CHEVROLET;2011;CAMIONETA;15;06/2024;CON HERIDOS
CHEVROLET;2019;CAMIONETA;7;06/2024;CON HERIDOS
CHEVROLET;2015;CAMIONETA;11;06/2024;CON HERIDOS
CHEVROLET;2014;AUTOMOVIL;12;06/2024;CON HERIDOS
MERCEDES BENZ;2014;BUS;13;06/2024;CON HERIDOS
HONDA;2019;MOTOCICLETA;7;06/2024;CON HERIDOS
CHEVROLET;2013;CAMION;13;06/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;06/2024;CON HERIDOS
CHEVROLET;2007;AUTOMOVIL;20;06/2024;CON HERIDOS
CHEVROLET;2013;CAMIONETA;13;06/2024;CON HERIDOS
HONDA;2019;MOTOCICLETA;6;06/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;06/2024;CON HERIDOS
CHEVROLET;2023;AUTOMOVIL;3;06/2024;CON HERIDOS
HINO;2020;CAMION;6;06/2024;CON HERIDOS
CHEVROLET;2009;CAMIONETA;17;06/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
MACK;2008;CAMION;18;06/2024;CON HERIDOS
SCANIA;2021;BUS;4;06/2024;CON HERIDOS
HONDA;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
HONDA;2022;MOTOCICLETA;5;06/2024;CON HERIDOS
JEEP;2019;CAMIONETA;7;06/2024;CON HERIDOS
CHEVROLET;2012;AUTOMOVIL;14;06/2024;CON HERIDOS
HONDA;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
HINO;2021;CAMIONETA;6;06/2024;CON HERIDOS
HONDA;2018;MOTOCICLETA;8;06/2024;CON HERIDOS
CHEVROLET;2015;BUS;12;06/2024;CON HERIDOS
CHEVROLET;2011;AUTOMOVIL;16;06/2024;CON HERIDOS
KEEWAY;2020;MOTOCICLETA;5;06/2024;CON HERIDOS
SCANIA;2021;BUS;5;06/2024;CON HERIDOS
CHEVROLET;2017;AUTOMOVIL;9;06/2024;CON HERIDOS
CHEVROLET;2009;AUTOMOVIL;17;06/2024;CON HERIDOS
JEEP;2011;CAMPERO;15;06/2024;CON HERIDOS
HONDA;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
JEEP;2012;CAMPERO;13;06/2024;CON HERIDOS
CHEVROLET;2009;CAMIONETA;17;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
VOLKSWAGEN;2019;AUTOMOVIL;7;06/2024;CON HERIDOS
BYD;2022;BUS;4;06/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
TVS;2021;MOTOCICLETA;5;06/2024;CON HERIDOS
JAC;2009;CAMION;17;06/2024;CON HERIDOS
SUZUKI;2008;MOTOCICLETA;17;06/2024;CON HERIDOS
VOLVO;2021;BUS;4;06/2024;CON HERIDOS
THOMAS BUILT BUSES;2014;BUS;12;06/2024;CON HERIDOS
DODGE;1971;AUTOMOVIL;54;06/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
SUZUKI;2015;AUTOMOVIL;11;06/2024;CON HERIDOS
TVS;2015;MOTOCICLETA;12;06/2024;CON HERIDOS
SUZUKI;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
VOLVO;2014;BUS;11;06/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;2;06/2024;CON HERIDOS
JAC;2015;CAMIONETA;11;06/2024;CON HERIDOS
JAC;2014;CAMIONETA;12;06/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
SUZUKI;2017;MOTOCICLETA;9;06/2024;CON HERIDOS
VOLKSWAGEN;2014;AUTOMOVIL;12;06/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
KYMCO;2015;MOTOCICLETA;11;06/2024;CON HERIDOS
SUZUKI;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
SUZUKI;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
KAWASAKI;2014;MOTOCICLETA;11;06/2024;CON HERIDOS
VOLVO;2021;BUS;5;06/2024;CON HERIDOS
TVS;2020;MOTOCICLETA;6;06/2024;CON HERIDOS
SUZUKI;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
VOLKSWAGEN;2016;AUTOMOVIL;10;06/2024;CON HERIDOS
VOLKSWAGEN;2011;CAMIONETA;15;06/2024;CON HERIDOS
HERO;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
BYD;2022;BUS;4;06/2024;CON HERIDOS
TVS;2021;MOTOCICLETA;5;06/2024;CON HERIDOS
VOLVO;2022;CAMIONETA;4;06/2024;CON HERIDOS
HERO;2017;MOTOCICLETA;9;06/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
TVS;2020;MOTOCICLETA;6;06/2024;CON HERIDOS
JAC;2012;CAMION;15;06/2024;CON HERIDOS
HERO;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
SUZUKI;2014;AUTOMOVIL;12;06/2024;CON HERIDOS
TVS;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
SUZUKI;2017;MOTOCICLETA;9;06/2024;CON HERIDOS
HERO;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
TVS;2018;MOTOCICLETA;8;06/2024;CON HERIDOS
TVS;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
AGRALE;2014;BUS;12;06/2024;CON HERIDOS
SUZUKI;2021;MOTOCICLETA;4;06/2024;CON HERIDOS
VOLKSWAGEN;2019;AUTOMOVIL;7;06/2024;CON HERIDOS
SUZUKI;2018;MOTOCICLETA;8;06/2024;CON HERIDOS
KYMCO;2018;MOTOCICLETA;8;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
VOLVO;2019;BUS;7;06/2024;CON HERIDOS
TVS;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
TVS;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
TVS;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
VOLVO;2014;BUS;12;06/2024;CON HERIDOS
SUZUKI;2009;MOTOCICLETA;15;06/2024;CON HERIDOS
SUZUKI;2015;MOTOCICLETA;11;06/2024;CON HERIDOS
THOMAS BUILT BUSES;2014;BUS;12;06/2024;CON HERIDOS
HERO;2021;MOTOCICLETA;5;06/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
SUZUKI;2019;MOTOCICLETA;7;06/2024;CON HERIDOS
HERO;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
HERO;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
DODGE;2013;CAMIONETA;13;06/2024;CON HERIDOS
TVS;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
HERO;2020;MOTOCICLETA;6;06/2024;CON HERIDOS
BYD;2022;BUS;4;06/2024;CON HERIDOS
SUZUKI;2002;MOTOCICLETA;24;06/2024;CON HERIDOS
VOLVO;2021;BUS;5;06/2024;CON HERIDOS
TVS;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
THOMAS BUILT BUSES;2014;BUS;12;06/2024;CON HERIDOS
TVS;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
VOLVO;2014;BUS;11;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
BYD;2022;BUS;4;06/2024;CON HERIDOS
THOMAS BUILT BUSES;2014;BUS;12;06/2024;CON HERIDOS
HERO;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
TVS;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
SUZUKI;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
VOLVO;2013;BUS;12;06/2024;CON HERIDOS
TVS;2015;MOTOCICLETA;10;06/2024;CON HERIDOS
VOLVO;2020;BUS;5;06/2024;CON HERIDOS
TVS;2020;MOTOCICLETA;7;06/2024;CON HERIDOS
VOLVO;2020;BUS;5;06/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
NON PLUS ULTRA;2011;BUSETA;15;06/2024;CON HERIDOS
TVS;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
TVS;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
VOLKSWAGEN;2013;AUTOMOVIL;13;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
DODGE;1977;CAMIONETA;41;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
BYD;2022;BUS;4;06/2024;CON HERIDOS
SUZUKI;2009;AUTOMOVIL;17;06/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
SUZUKI;2024;AUTOMOVIL;2;06/2024;CON HERIDOS
TVS;2017;MOTOCICLETA;9;06/2024;CON HERIDOS
BYD;2021;BUS;5;06/2024;CON HERIDOS
DODGE;1976;CAMION;50;06/2024;CON HERIDOS
VOLVO;2020;BUS;7;06/2024;CON HERIDOS
JAC;2018;AUTOMOVIL;8;06/2024;CON HERIDOS
KYMCO;2016;MOTOCICLETA;11;06/2024;CON HERIDOS
JAC;2023;CAMION;4;06/2024;CON HERIDOS
VOLKSWAGEN;1961;AUTOMOVIL;65;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
HERO;2022;MOTOCICLETA;5;06/2024;CON HERIDOS
BYD;2021;BUS;5;06/2024;CON HERIDOS
VOLKSWAGEN;2009;AUTOMOVIL;17;06/2024;CON HERIDOS
SUZUKI;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
VOLVO;2016;BUS;10;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
TVS;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
BYD;2022;BUS;4;06/2024;CON HERIDOS
DODGE;2011;CAMIONETA;14;06/2024;CON HERIDOS
TVS;2022;MOTOCICLETA;5;06/2024;CON HERIDOS
TVS;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
VOLKSWAGEN;2005;AUTOMOVIL;21;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
BYD;2022;BUS;4;06/2024;CON HERIDOS
FORD;2000;AUTOMOVIL;26;06/2024;CON HERIDOS
HYUNDAI;2015;AUTOMOVIL;11;06/2024;CON HERIDOS
VICTORY;2021;MOTOCICLETA;5;06/2024;CON HERIDOS
KIA;2014;AUTOMOVIL;13;06/2024;CON HERIDOS
HYUNDAI;2013;AUTOMOVIL;12;06/2024;CON HERIDOS
KIA;2021;AUTOMOVIL;5;06/2024;CON HERIDOS
VICTORY;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
SUZUKI;2017;MOTOCICLETA;9;06/2024;CON HERIDOS
VOLKSWAGEN;2008;BUS;18;06/2024;CON HERIDOS
VOLVO;2016;BUS;9;06/2024;CON HERIDOS
SUZUKI;2021;MOTOCICLETA;5;06/2024;CON HERIDOS
SUZUKI;2024;AUTOMOVIL;2;06/2024;CON HERIDOS
HERO;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
BYD;2021;BUS;5;06/2024;CON HERIDOS
SUZUKI;2018;MOTOCICLETA;7;06/2024;CON HERIDOS
TVS;2019;MOTOCICLETA;8;06/2024;CON HERIDOS
SUZUKI;2014;AUTOMOVIL;12;06/2024;CON HERIDOS
SUZUKI;2020;CAMIONETA;7;06/2024;CON HERIDOS
SUZUKI;2015;MOTOCICLETA;11;06/2024;CON HERIDOS
SUZUKI;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
VOLVO;2014;BUS;11;06/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
VOLVO;2014;BUS;11;06/2024;CON HERIDOS
TVS;2017;MOTOCICLETA;9;06/2024;CON HERIDOS
SUZUKI;2012;MOTOCICLETA;13;06/2024;CON HERIDOS
TVS;2022;MOTOCICLETA;5;06/2024;CON HERIDOS
SUZUKI;2015;AUTOMOVIL;11;06/2024;CON HERIDOS
VOLVO;2020;BUS;6;06/2024;CON HERIDOS
SUZUKI;2018;MOTOCICLETA;7;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
VOLKSWAGEN;2006;AUTOMOVIL;20;06/2024;CON HERIDOS
BYD;2022;BUS;4;06/2024;CON HERIDOS
VOLVO;2014;BUS;12;06/2024;CON HERIDOS
KENWORTH;2014;TRACTOCAMION;12;06/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
THOMAS BUILT BUSES;2014;BUS;12;06/2024;CON HERIDOS
VOLKSWAGEN;2022;AUTOMOVIL;3;06/2024;CON HERIDOS
TVS;2018;MOTOCICLETA;8;06/2024;CON HERIDOS
BYD;2022;BUS;4;06/2024;CON HERIDOS
KENWORTH;2003;TRACTOCAMION;23;06/2024;CON HERIDOS
HERO;2022;MOTOCICLETA;5;06/2024;CON HERIDOS
HERO;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
HERO;2022;MOTOCICLETA;5;06/2024;CON HERIDOS
JAC;2014;CAMIONETA;12;06/2024;CON HERIDOS
TVS;2022;MOTOCICLETA;5;06/2024;CON HERIDOS
THOMAS BUILT BUSES;2012;BUS;13;06/2024;CON HERIDOS
VOLVO;2014;BUS;11;06/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
VOLVO;2013;BUS;13;06/2024;CON HERIDOS
THOMAS BUILT BUSES;2012;BUS;13;06/2024;CON HERIDOS
KENWORTH;2022;TRACTOCAMION;4;06/2024;CON HERIDOS
BYD;2022;BUS;4;06/2024;CON HERIDOS
VOLVO;2021;BUS;4;06/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
SUZUKI;2018;MOTOCICLETA;8;06/2024;CON HERIDOS
DODGE;2013;CAMIONETA;12;06/2024;CON HERIDOS
VOLVO;2013;BUS;11;06/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
VOLVO;2021;BUS;5;06/2024;CON HERIDOS
JINBEI;2011;MICROBUS;15;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
VOLKSWAGEN;2018;AUTOMOVIL;9;06/2024;CON HERIDOS
SUZUKI;2020;MOTOCICLETA;7;06/2024;CON HERIDOS
TVS;2017;MOTOCICLETA;10;06/2024;CON HERIDOS
SUZUKI;2006;MOTOCICLETA;20;06/2024;CON HERIDOS
TVS;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
TVS;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
SUZUKI;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
TVS;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
DODGE;1978;CAMION;47;06/2024;CON HERIDOS
VOLVO;2015;BUS;11;06/2024;CON HERIDOS
TVS;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
VOLKSWAGEN;2021;BUS;4;06/2024;CON HERIDOS
TVS;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
VOLVO;2020;BUS;7;06/2024;CON HERIDOS
TVS;2019;MOTOCICLETA;8;06/2024;CON HERIDOS
SUZUKI;2017;MOTOCICLETA;9;06/2024;CON HERIDOS
JAC;2011;CAMION;15;06/2024;CON HERIDOS
TVS;2021;MOTOCICLETA;5;06/2024;CON HERIDOS
VOLVO;2015;BUS;10;06/2024;CON HERIDOS
AGRALE;2016;BUS;10;06/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
TVS;2018;MOTOCICLETA;8;06/2024;CON HERIDOS
SUZUKI;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
DAIHATSU;2008;CAMION;18;06/2024;CON HERIDOS
SINOTRUK;2016;CAMION;9;06/2024;CON HERIDOS
SUZUKI;2020;MOTOCICLETA;7;06/2024;CON HERIDOS
VOLVO;2014;BUS;12;06/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
SUZUKI;2024;CAMIONETA;2;06/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
TVS;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
TVS;2020;MOTOCICLETA;7;06/2024;CON HERIDOS
VOLVO;2013;BUS;13;06/2024;CON HERIDOS
MITSUBISHI;2015;CAMIONETA;11;06/2024;CON HERIDOS
SUZUKI;2023;AUTOMOVIL;4;06/2024;CON HERIDOS
THOMAS BUILT BUSES;2014;BUS;12;06/2024;CON HERIDOS
KAWASAKI;2022;MOTOCICLETA;3;06/2024;CON HERIDOS
BYD;2021;BUS;5;06/2024;CON HERIDOS
MITSUBISHI;1993;CAMIONETA;31;06/2024;CON HERIDOS
KYMCO;2019;MOTOCICLETA;6;06/2024;CON HERIDOS
VOLVO;2014;BUS;11;06/2024;CON HERIDOS
THOMAS BUILT BUSES;2014;BUS;10;06/2024;CON HERIDOS
SUZUKI;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
HERO;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
KAWASAKI;2019;MOTOCICLETA;7;06/2024;CON HERIDOS
VOLVO;2020;BUS;5;06/2024;CON HERIDOS
VOLVO;2014;BUS;12;06/2024;CON HERIDOS
SUZUKI;2012;MOTOCICLETA;15;06/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
HERO;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
VOLKSWAGEN;2012;MICROBUS;14;06/2024;CON HERIDOS
SUZUKI;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
SUZUKI;2022;MOTOCICLETA;5;06/2024;CON HERIDOS
VOLVO;2013;BUS;12;06/2024;CON HERIDOS
VOLVO;2013;BUS;12;06/2024;CON HERIDOS
VOLVO;2015;BUS;11;06/2024;CON HERIDOS
HERO;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
VOLVO;2019;BUS;7;06/2024;CON HERIDOS
BYD;2022;BUS;4;06/2024;CON HERIDOS
BYD;2021;BUS;5;06/2024;CON HERIDOS
JAC;2018;CAMIONETA;8;06/2024;CON HERIDOS
BYD;2022;BUS;4;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
TVS;2020;MOTOCICLETA;6;06/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
VOLVO;2024;CAMIONETA;2;06/2024;CON HERIDOS
HERO;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
TVS;2019;MOTOCICLETA;8;06/2024;CON HERIDOS
SUZUKI;2021;MOTOCICLETA;5;06/2024;CON HERIDOS
SUZUKI;2014;MOTOCICLETA;12;06/2024;CON HERIDOS
DODGE;1974;CAMIONETA;50;06/2024;CON HERIDOS
SUZUKI;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
DODGE;2012;CAMIONETA;13;06/2024;CON HERIDOS
SUZUKI;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
VOLVO;2019;BUS;7;06/2024;CON HERIDOS
SUZUKI;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
SUZUKI;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
VOLKSWAGEN;2022;AUTOMOVIL;4;06/2024;CON HERIDOS
TVS;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
SUZUKI;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
HYUNDAI;2007;AUTOMOVIL;19;06/2024;CON HERIDOS
HYUNDAI;2007;AUTOMOVIL;19;06/2024;CON HERIDOS
HYUNDAI;2008;AUTOMOVIL;19;06/2024;CON HERIDOS
VICTORY;2021;MOTOCICLETA;5;06/2024;CON HERIDOS
HYUNDAI;2008;AUTOMOVIL;18;06/2024;CON HERIDOS
VICTORY;2022;MOTOCICLETA;4;06/2024;CON HERIDOS
HYUNDAI;2020;AUTOMOVIL;7;06/2024;CON HERIDOS
FIAT;2022;AUTOMOVIL;4;06/2024;CON HERIDOS
FORD;2007;AUTOMOVIL;19;06/2024;CON HERIDOS
HYUNDAI;2013;BUSETA;13;06/2024;CON HERIDOS
FRATELLI;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
HYUNDAI;2011;AUTOMOVIL;15;06/2024;CON HERIDOS
HYUNDAI;2004;AUTOMOVIL;22;06/2024;CON HERIDOS
KIA;2019;AUTOMOVIL;7;06/2024;CON HERIDOS
VICTORY;2024;MOTOCICLETA;3;06/2024;CON HERIDOS
KIA;2013;AUTOMOVIL;13;06/2024;CON HERIDOS
FORD;1997;AUTOMOVIL;27;06/2024;CON HERIDOS
KIA;2015;AUTOMOVIL;11;06/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
AGRALE;2017;BUS;9;06/2024;CON HERIDOS
THOMAS BUILT BUSES;2014;BUS;12;06/2024;CON HERIDOS
SUZUKI;2013;MOTOCICLETA;13;06/2024;CON HERIDOS
DODGE;1971;CAMIONETA;54;06/2024;CON HERIDOS
TVS;2017;MOTOCICLETA;9;06/2024;CON HERIDOS
HYUNDAI;2011;AUTOMOVIL;15;06/2024;CON HERIDOS
VICTORY;2023;MOTOCICLETA;4;06/2024;CON HERIDOS
FORD;1951;VOLQUETA;75;06/2024;CON HERIDOS
KIA;2024;AUTOMOVIL;3;06/2024;CON HERIDOS
KIA;2010;AUTOMOVIL;17;06/2024;CON HERIDOS
HYUNDAI;2009;AUTOMOVIL;17;06/2024;CON HERIDOS
KIA;2024;CAMIONETA;2;06/2024;CON HERIDOS
HYUNDAI;2015;BUSETA;11;06/2024;CON HERIDOS
HYUNDAI;2009;AUTOMOVIL;16;06/2024;CON HERIDOS
VOLVO;2020;BUS;5;06/2024;CON HERIDOS
TVS;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
KENWORTH;2012;TRACTOCAMION;14;06/2024;CON HERIDOS
TVS;2020;MOTOCICLETA;6;06/2024;CON HERIDOS
VOLVO;2014;BUS;11;06/2024;CON HERIDOS
VOLVO;2020;BUS;6;06/2024;CON HERIDOS
KYMCO;2015;MOTOCICLETA;11;06/2024;CON HERIDOS
SUZUKI;2018;MOTOCICLETA;8;06/2024;CON HERIDOS
MITSUBISHI;2007;CAMPERO;19;06/2024;CON HERIDOS
TVS;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
SUZUKI;2018;AUTOMOVIL;8;06/2024;CON HERIDOS
TVS;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
VOLVO;2016;BUS;9;06/2024;CON HERIDOS
HERO;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
TVS;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
HERO;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
JAC;2014;CAMIONETA;12;06/2024;CON HERIDOS
TVS;2025;MOTOCICLETA;2;06/2024;CON HERIDOS
FORD;2013;CAMPERO;13;06/2024;CON HERIDOS
HYUNDAI;2011;AUTOMOVIL;15;06/2024;CON HERIDOS
VICTORY;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
HYUNDAI;2013;AUTOMOVIL;13;06/2024;CON HERIDOS
VICTORY;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
KIA;2011;CAMPERO;15;06/2024;CON HERIDOS
KIA;2016;CAMIONETA;10;06/2024;CON HERIDOS
VICTORY;2023;MOTOCICLETA;3;06/2024;CON HERIDOS
HYUNDAI;2010;AUTOMOVIL;16;06/2024;CON HERIDOS
HYUNDAI;2015;AUTOMOVIL;11;06/2024;CON HERIDOS
KIA;2022;AUTOMOVIL;4;06/2024;CON HERIDOS
BMW;2019;MOTOCICLETA;7;06/2024;CON HERIDOS
HYUNDAI;2013;AUTOMOVIL;13;06/2024;CON HERIDOS
HYUNDAI;2006;AUTOMOVIL;20;06/2024;CON HERIDOS
VICTORY;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
HYUNDAI;2016;AUTOMOVIL;10;06/2024;CON HERIDOS
KIA;2011;AUTOMOVIL;15;06/2024;CON HERIDOS
KIA;2016;AUTOMOVIL;9;06/2024;CON HERIDOS
KIA;2019;AUTOMOVIL;7;06/2024;CON HERIDOS
FORD;1967;CAMIONETA;59;06/2024;CON HERIDOS
SUZUKI;2018;MOTOCICLETA;8;06/2024;CON HERIDOS
AGRALE;2014;BUS;12;06/2024;CON HERIDOS
VOLVO;2012;BUS;13;06/2024;CON HERIDOS
FOTON;2020;CAMIONETA;6;06/2024;CON HERIDOS
VICTORY;2024;MOTOCICLETA;2;06/2024;CON HERIDOS
